Ticker,year,Company,Peer_group_root,Region,Country,environment_score,social_score,governance_score,total_esg_score,Close,Volume,Asset Turnover,Current Ratio,Days Sales In Receivables,Debt/Equity Ratio,EBIT Margin,EBITDA Margin,Gross Margin,Inventory Turnover Ratio,Long-term Debt / Capital,Net Profit Margin,Operating Margin,Pre-Tax Profit Margin,ROA - Return On Assets,ROE - Return On Equity,revenue,net_income,operating_income,gross_profit,total_assets,total_liabilities,operating_cash_flow,shares_outstanding,sector
AAP,2014,Advance Auto Parts Inc.,Retailing,North America,United States,41.0,46.0,59.0,47.0,143.335,803250.0,0.281,1.2973,23.3256,0.8173,6.5294,0.0,44.8747,0.3133,0.4496,3.7621,6.5294,5.8536,1.0604,4.2156,6205003000.0,387670000.0,657315000.0,3098036000.0,,,685281000.0,,Retailing
AAP,2015,Advance Auto Parts Inc.,Retailing,North America,United States,43.0,46.0,61.0,49.0,157.55,803200.0,0.2805,1.2831,26.061,0.5361,8.9545,0.0,44.9802,0.3049,0.3489,5.2487,8.9545,8.3834,1.4725,4.9923,6493814000.0,391758000.0,660318000.0,3252146000.0,,,545250000.0,,Retailing
AAP,2016,Advance Auto Parts Inc.,Retailing,North America,United States,44.68333333333334,44.13333333333333,63.4,49.14666666666667,152.7,874000.0,0.2673,1.3745,27.4919,0.3652,8.6163,0.0,43.9426,0.2818,0.2675,5.0623,8.6163,7.9079,1.3529,3.9865,9843861000.0,493825000.0,851710000.0,4453613000.0,,,708991000.0,,Retailing
AAP,2017,Advance Auto Parts Inc.,Retailing,United States and Canada,United States,45.403333333333336,41.71,58.800000000000004,47.27333333333333,114.62,1316800.0,0.2577,1.5175,27.0551,0.3231,6.4809,0.0,43.4284,0.2926,0.2442,4.399,6.4809,6.006,1.1336,2.9713,9737018000.0,473398000.0,825780000.0,4422772000.0,,,702644000.0,,Retailing
AAP,2018,"Advance Auto Parts, Inc.",Retailing,United States and Canada,United States,46.144999999999996,43.01,60.0,48.349999999999994,136.84,1029500.0,0.2536,1.6189,26.72,0.2857,6.7799,0.0,44.1145,0.3028,0.2222,5.0646,6.7799,6.4581,1.3337,3.1654,9567679000.0,459622000.0,787598000.0,4255915000.0,,,523303000.0,,Retailing
AAP,2019,Advance Auto Parts Inc,Retailing,United States and Canada,United States,40.93,41.49,62.0,46.42,157.2,1000800.0,0.207,1.3053,28.0786,0.2106,7.3222,0.0,43.7664,0.2961,0.1739,5.3488,7.3222,6.9521,,3.3999,9373784000.0,475505000.0,570212000.0,4085049000.0,,,600805000.0,,Retailing
AAPL,2010,Apple Inc.,Technology Hardware,North America,United States,67.66666666666667,44.666666666666664,63.333333333333336,58.333333333333336,7.855,550219600.0,0.2706,2.0113,36.6822,0.0,26.9682,0.0,38.5102,12.2084,0.0,21.1768,26.9682,27.3376,5.73,9.0143,37491000000.0,6119000000.0,8327000000.0,13197000000.0,36171000000.0,,9596000000.0,,Technology Hardware
AAPL,2011,Apple Inc.,Technology Hardware,North America,United States,71.5,46.25,67.5,61.75,10.91,440183800.0,0.26375000000000004,1.6084,36.71815,0.0,32.3741,0.0,41.5757,20.7363,0.0,24.92485,32.3741,32.7278,6.186484999999999,10.13875,42905000000.0,8235000000.0,11740000000.0,17222000000.0,47501000000.0,,10159000000.0,,Technology Hardware
AAPL,2012,Apple Inc.,Technology Hardware,North America,United States,71.6,48.0,61.0,60.4,17.82,487559800.0,0.215,1.5572499999999998,36.7421,0.0,32.3075,0.0,41.426249999999996,20.8522,0.0,24.593,32.3075,33.14245,5.417,7.8965,65225000000.0,14013000000.0,18385000000.0,25684000000.0,,,18595000000.0,,Technology Hardware
AAPL,2013,Apple Inc.,Technology Hardware,North America,United States,69.0,45.0,61.0,58.5,14.315000000000001,359107000.0,0.181,1.6786,39.376,0.1373,26.7667,0.0,37.017,13.3793,0.1207,20.047,26.7667,27.0682,3.629,6.0802,108249000000.0,25922000000.0,33790000000.0,43818000000.0,,,37529000000.0,,Technology Hardware
AAPL,2014,Apple Inc.,Technology Hardware,North America,United States,72.8,45.4,61.2,60.2,24.745,187992600.0,0.2848,1.133,36.1646,0.2952,32.5018,0.0,39.8678,19.6487,0.2086,24.1612,32.5018,32.7297,6.186484999999999,14.6147,156508000000.0,41733000000.0,55241000000.0,68662000000.0,,,,,Technology Hardware
AAPL,2015,Apple Inc.,Technology Hardware,North America,United States,77.75,45.5,64.5,63.0,27.490000000000002,189345200.0,0.1816,1.0868,36.1179,0.4909,28.3936,0.0,39.8983,14.6543,0.2932,21.5996,28.3936,29.246,3.9088,9.3201,170910000000.0,37037000000.0,48999000000.0,64304000000.0,,,,,Technology Hardware
AAPL,2016,Apple Inc.,Technology Hardware,North America,United States,79.83666666666666,47.833333333333336,61.346666666666664,64.01666666666667,24.475,134962400.0,0.1456,1.3116,40.4594,0.6712,25.1025,0.0,38.0235,14.3375,0.3572,19.2393,25.1025,26.0138,2.8021,7.0285,182795000000.0,39510000000.0,52503000000.0,70537000000.0,,,,,Technology Hardware
AAPL,2017,Apple Inc.,Technology Hardware,United States and Canada,United States,84.44,55.34,56.54666666666666,67.29,36.13,97638000.0,0.1401,1.2761,51.8831,0.863,24.9529,0.0,38.4085,8.8748,0.4203,20.377,24.9529,26.4687,2.8546,7.9927,233715000000.0,53394000000.0,71230000000.0,93626000000.0,,,81266000000.0,,Technology Hardware
AAPL,2018,Apple Inc.,Technology Hardware,United States and Canada,United States,89.18,56.79999999999999,55.74666666666667,69.5,44.81,126652400.0,0.172,1.3006,44.5514,0.997,25.6248,0.0,38.2894,9.8119,0.458,22.4563,25.6248,26.1065,3.7611,13.1828,215639000000.0,45687000000.0,60024000000.0,84263000000.0,,,66231000000.0,,Technology Hardware
AAPL,2019,Apple Inc,Technology Hardware,United States and Canada,United States,89.06,57.595,60.13,70.8225,49.61,103510000.0,0.1892,1.5401,44.28,1.194,24.3988,0.0,37.9653,10.0095,0.5036,21.371,24.3988,25.1827,,15.1247,229234000000.0,48351000000.0,61344000000.0,88186000000.0,,,64225000000.0,,Technology Hardware
ABBV,2013,AbbVie Inc.,Pharmaceuticals,North America,United States,66.0,62.0,67.66666666666667,64.66666666666667,32.2,5028400.0,0.1681,2.4063,73.3834,4.1401,30.0333,0.0,76.5565,0.9714,0.8007,22.07,30.0333,28.155,3.8266,26.95,17444000000.0,,3620000000.0,3494000000.0,,,,,Pharmaceuticals
ABBV,2014,AbbVie Inc.,Pharmaceuticals,North America,United States,69.0,59.666666666666664,68.0,64.0,40.81,7248250.0,0.1764,2.6458,69.6285,3.1845,19.1273,0.0,78.2028,1.062,0.757,10.0817,19.1273,13.688,1.7783,10.8934,18380000000.0,,5817000000.0,3638000000.0,,,,,Pharmaceuticals
ABBV,2015,AbbVie Inc.,Pharmaceuticals,North America,United States,77.0,58.5,65.75,65.5,48.105000000000004,9036800.0,0.1084,1.4991,69.2564,6.6064,33.0156,0.0,80.3668,0.6339,0.8657,23.7031,33.0156,30.0625,2.5364,25.4781,18790000000.0,,5664000000.0,3925000000.0,,,,,Pharmaceuticals
ABBV,2016,AbbVie Inc.,Pharmaceuticals,North America,United States,75.35,55.33200000000001,69.08,64.46000000000001,49.81,7126800.0,0.0965,1.7895,69.9487,6.7101,36.7071,0.0,77.1336,0.9227,0.8687,24.8445,36.7071,31.3122,2.3954,28.5461,19960000000.0,1774000000.0,3411000000.0,4777000000.0,,,,,Pharmaceuticals
ABBV,2017,AbbVie Inc.,Pharmaceuticals,United States and Canada,United States,71.34400000000001,57.79,72.46600000000001,65.578,59.72,5297000.0,0.1037,1.3836,62.9292,6.1969,38.3353,0.0,76.8978,0.9665,0.8491,23.3167,38.3353,29.95,2.3693,24.3906,22859000000.0,5144000000.0,7537000000.0,5047000000.0,,,,,Pharmaceuticals
ABBV,2018,AbbVie Inc.,Pharmaceuticals,United States and Canada,United States,73.6625,60.167500000000004,67.7,65.7975,83.4,5953100.0,0.1343,0.9829,62.9826,-8.848264,33.3656,0.0,76.6369,1.2241,1.1241,23.9551,33.3656,24.3054,3.217,-50.534578999999994,25638000000.0,5953000000.0,9340000000.0,5415000000.0,,,,,Pharmaceuticals
ABBV,2019,AbbVie Inc,Pharmaceuticals,United States and Canada,United States,77.83,61.92,58.695,64.93,71.28999999999999,6492900.0,0.1426,1.1528,58.6873,-4.6684,41.1872,0.0,77.3558,0.9953,1.3257449999999977,22.2196,41.1872,23.5995,3.1695,-22.903,28216000000.0,5309000000.0,9545000000.0,6559000000.0,,,9960000000.0,,Pharmaceuticals
ABC,2011,AmerisourceBergen Corporation,Healthcare,North America,United States,43.0,46.0,75.5,52.5,33.155,2328700.0,0.929141999999999,1.0579,17.4416,0.4761,1.3855,0.0,2.8748,3.3872,0.2983,0.7981,1.3855,1.2743,1.0011,5.507,,,,,,,,,Healthcare
ABC,2012,AmerisourceBergen Corporation,Healthcare,North America,United States,49.0,47.0,71.0,54.5,33.635000000000005,2367600.0,0.929141999999999,1.0008,18.272599999999997,0.61805,1.6953,0.0,3.4556,3.4225000000000003,0.34935,0.9053,1.6953,1.58765,1.2258,7.4544,,,,,,,,,Healthcare
ABC,2013,AmerisourceBergen Corporation,Healthcare,North America,United States,48.0,48.0,72.0,55.0,49.540000000000006,1782450.0,0.929141999999999,0.9679,19.1689,0.6021,0.5471,0.0,2.3588,3.4236,0.3758,0.2085,0.5471,0.4846,0.2673,2.1796,,,,,,,,,Healthcare
ABC,2015,AmerisourceBergen Corporation,Healthcare,North America,United States,48.0,48.0,66.0,53.5,94.36500000000001,1844400.0,0.929141999999999,0.9424,20.5469,3.4628,0.9715,0.0,2.6284,3.4587,0.7717,0.898,0.9715,0.8889,1.0718,25.3565,,,,,,,,,Healthcare
ABC,2016,AmerisourceBergen Corporation,Healthcare,North America,United States,48.0,46.81,66.16499999999999,52.915,77.65,2219550.0,0.929141999999999,0.9035,21.9866,2.1164,1.0479,0.0,2.9939,3.3976,0.6465,0.6478,1.0479,0.9514,0.7289,11.6815,,,,,,,,,Healthcare
ABC,2017,AmerisourceBergen Corporation,Healthcare,United States and Canada,United States,54.760000000000005,42.272000000000006,62.55,51.48,81.01,1558600.0,0.929141999999999,0.9195,23.704,1.6132,0.4402,0.0,2.7899,3.2738,0.6163,0.1301,0.4402,0.3446,0.1453,1.9719,,,,,,,,,Healthcare
ABC,2018,AmerisourceBergen Corporation,Healthcare,United States and Canada,United States,65.1,44.6,58.083333333333336,53.77333333333333,84.84,1285200.0,0.929141999999999,0.9361,23.7516,1.4765,0.9021,0.0,2.8078,3.5461,0.588,0.6393,0.9021,0.8001,0.7253,8.4823,,,,,,,,,Healthcare
ABC,2019,AmerisourceBergen Corp,Healthcare,United States and Canada,United States,67.0,43.7975,56.3,53.35,81.965,1185650.0,0.929141999999999,0.951,23.8512,1.4502,0.5504,0.0,2.596,3.9904,0.5828,0.392,0.5504,0.4797,,6.079,,,,,,,,,Healthcare
ABT,2010,Abbott Laboratories,Pharmaceuticals,North America,United States,70.33333333333333,65.0,66.0,67.0,19.195,15386250.0,0.1646,1.2928,64.8339,0.8713,18.1958,0.0,59.4191,1.1307,0.3754,14.4549,18.1958,17.6602,2.3787,6.3292,29527552000.0,4880719000.0,5693839000.0,4771900000.0,42419204000.0,,,1601580899.0,Pharmaceuticals
ABT,2011,Abbott Laboratories,Pharmaceuticals,North America,United States,70.75,68.0,71.0,69.5,20.17,15428050.0,0.1646,1.5109,65.8701,0.6773,16.41705,0.0,59.6382,1.1686,0.33285,12.5782,16.41705,14.6177,2.0435,5.04775,30764707000.0,1480400000.0,6235741000.0,5005900000.0,52581623000.0,,,1612683987.0,Pharmaceuticals
ABT,2012,Abbott Laboratories,Pharmaceuticals,North America,United States,75.25,66.75,71.25,70.0,25.785,13435100.0,0.08395,1.6038999999999999,118.786,0.6939,7.762700000000001,0.0,54.03765,0.6586,0.32265,32.750249999999994,7.762700000000001,6.5817,0.54925,1.3127,35166721000.0,1942800000.0,6087581000.0,5922800000.0,60573852000.0,,,1619689876.0,Pharmaceuticals
ABT,2013,Abbott Laboratories,Pharmaceuticals,North America,United States,76.0,57.0,71.0,65.0,30.965,6904100.0,0.1093,1.8161,72.4253,0.3474,10.4291,0.0,53.2643,0.8042,0.1252,14.7206,10.4291,10.1048,1.1095,2.1224,21407000000.0,4728000000.0,1629000000.0,2748000000.0,60277000000.0,,8970000000.0,,Pharmaceuticals
ABT,2014,Abbott Laboratories,Pharmaceuticals,North America,United States,75.33333333333333,53.0,72.33333333333333,64.33333333333333,38.795,4692000.0,0.13,1.2951,60.2577,0.3618,15.478,0.0,56.3667,0.8842,0.1355,16.8969,15.478,15.0112,1.5386,2.9299,19050000000.0,5963000000.0,1360000000.0,2479000000.0,67235000000.0,,9314000000.0,,Pharmaceuticals
ABT,2015,Abbott Laboratories,Healthcare,North America,United States,72.0,56.666666666666664,66.33333333333333,63.333333333333336,41.49,5452850.0,0.1234,1.8154,60.466,0.3938,14.1006,0.0,57.0986,0.8488,0.2159,14.7841,14.1006,15.9985,1.685,3.2589,19657000000.0,2576000000.0,2133000000.0,2636000000.0,42937000000.0,,3324000000.0,,Healthcare
ABT,2016,Abbott Laboratories,Healthcare,North America,United States,73.6,51.968,65.64,61.476,36.97,7802250.0,0.1339,1.5597,56.3561,0.4286,15.301,0.0,56.9031,0.8745,0.2244,11.532,15.301,13.4071,1.4526,2.8805,20247000000.0,2292000000.0,2599000000.0,2801000000.0,41207000000.0,,3675000000.0,,Healthcare
ABT,2017,Abbott Laboratories,Healthcare,United States and Canada,United States,76.975,61.2175,68.255,67.2675,45.83,6053900.0,0.0945,2.694,62.8251,0.756,8.5782,0.0,56.7532,0.8851,0.4283,4.264,8.5782,7.5636,0.3795,0.8494,20405000000.0,4423000000.0,2867000000.0,2901000000.0,41247000000.0,,2966000000.0,,Healthcare
ABT,2018,Abbott Laboratories,Healthcare,United States and Canada,United States,74.2,60.0625,59.715,63.495000000000005,60.51,5893900.0,0.1135,1.5777,60.1622,0.6717,12.9963,0.0,58.6468,0.8406,0.3866,8.4224,12.9963,10.0039,0.7706,2.132,20853000000.0,1400000000.0,3026000000.0,3452000000.0,52666000000.0,,3203000000.0,,Healthcare
ABT,2019,Abbott Laboratories,Healthcare,United States and Canada,United States,70.5,58.93,61.08,62.47,80.285,4839350.0,0.1178,1.5365,60.7355,0.5964,15.1147,0.0,58.6962,0.7646,0.3552,12.6081,15.1147,13.8113,,3.1542,27390000000.0,1006000000.0,1564000000.0,4234000000.0,76250000000.0,,5570000000.0,,Healthcare
ACN,2010,Accenture plc,Software & Services,Europe,Ireland,63.0,52.0,75.0,61.0,33.275000000000006,3827450.0,0.5014,1.4689,56.5085,0.0002,12.7649,0.0,31.6268,0.0,0.0001,8.2101,12.7649,13.038,4.7056,16.2801,25313826000.0,1691751000.0,3011582000.0,,,,2803248000.0,,Software & Services
ACN,2011,Accenture plc,Software & Services,Europe,Ireland,72.25,53.5,75.0,64.5,44.865,3729100.0,0.47550000000000003,1.4512,57.9812,0.0011,12.893699999999999,0.0,30.8805,0.0,0.0,8.5298,12.893699999999999,13.06175,4.49775,16.21665,23170968000.0,1589963000.0,2643865000.0,,,,3160202000.0,,Software & Services
ACN,2012,Accenture plc,Software & Services,Europe,Ireland,76.0,75.0,73.0,75.0,51.235,3072250.0,0.46325,1.52095,55.3306,0.0006,13.28905,0.0,30.857100000000003,0.0,0.0,8.945,13.289100000000001,13.31445,4.593249999999999,14.82125,23094078000.0,1780656000.0,2914845000.0,,,,3091620000.0,,Software & Services
ACN,2013,Accenture plc,Software & Services,Europe,Ireland,72.5,75.5,69.0,72.5,64.22,2794650.0,0.4665,1.4513,57.9657,0.0047,13.989,0.0,31.4031,0.0,0.0047,9.6394,13.989,13.8926,4.9143,14.9854,27352914000.0,2277677000.0,3470457000.0,,,,3441739000.0,,Software & Services
ACN,2014,Accenture plc,Software & Services,Europe,Ireland,74.66666666666667,72.0,73.0,73.0,72.07,2475100.0,0.4732,1.4226,60.9984,0.0045,14.2356,0.0,30.4352,0.0,0.0044,9.9665,14.2356,14.2872,5.0609,14.8303,29777985000.0,2553510000.0,3871548000.0,,,,4256852000.0,,Software & Services
ACN,2016,Accenture plc,Software & Services,Europe,Ireland,75.866,62.04600000000001,79.85,70.64200000000001,106.215,2264150.0,0.4405,1.3488,64.6271,0.0034,14.5606,0.0,29.9871,0.0,0.003,11.1539,14.5606,14.781,5.1837,13.1906,31874678000.0,2941498000.0,4300512000.0,,,,3486085000.0,,Software & Services
ACN,2017,Accenture plc,Software & Services,Europe,Ireland,86.25,64.47,77.95,74.38,119.64,1971600.0,0.4302,1.2314,67.9072,0.0026,15.1571,0.0,31.0965,0.0,0.0023,10.3008,15.1571,14.2727,4.3331,10.1252,32914424000.0,3053581000.0,4435869000.0,,,,4176163000.0,,Software & Services
ACN,2018,Accenture plc,Software & Services,Europe,Ireland,81.83,68.72,77.65,74.89,153.84,2015600.0,0.4296,1.3306,64.2302,0.0023,15.2864,0.0,31.0915,0.0,0.0018,9.8013,15.2864,15.0777,4.551,9.891,34797661000.0,4111892000.0,4810445000.0,,,,4667400000.0,,Software & Services
ADBE,2011,Adobe Systems Inc.,Software & Services,North America,United States,61.5,65.5,57.5,62.5,30.795,5572950.0,0.1227,3.2938,49.6824,0.2725,27.04955,0.0,89.6711,0.0,0.2132,19.2557,27.04955,25.3371,2.2973,3.5065,2945853000.0,386508000.0,690513000.0,2649121000.0,,,1117794000.0,,Software & Services
ADBE,2012,Adobe Systems Inc.,Software & Services,North America,United States,68.0,73.0,63.0,69.0,32.585,3644950.0,0.11465,3.28615,45.6509,0.24114999999999998,26.90985,0.0,88.9299,0.0,0.19315,18.95505,26.90985,25.5326,2.15265,3.2315,3800000000.0,774680000.0,993074000.0,3396498000.0,,,1112995000.0,,Software & Services
ADBE,2014,Adobe Systems Inc.,Software & Services,North America,United States,74.0,67.5,63.0,68.5,71.27,2700550.0,0.0995,1.845,49.6232,0.2235,11.5999,0.0,85.0052,0.0,0.1185,8.2115,11.5999,10.4605,0.8171,1.3007,4403677000.0,832775000.0,1180191000.0,3919895000.0,,,1499580000.0,,Software & Services
ADBE,2015,Adobe Systems Inc.,Software & Services,North America,United States,73.33333333333333,69.66666666666667,65.33333333333333,69.66666666666667,79.82499999999999,2375500.0,0.1058,2.1783,43.867,0.2786,20.2025,0.0,84.3168,0.0,0.2179,14.3266,20.2025,19.1021,1.516,2.5502,4055240000.0,289985000.0,422723000.0,3468683000.0,,,1151686000.0,,Software & Services
ADBE,2016,Adobe Systems Inc.,Software & Services,North America,United States,81.66666666666667,71.51333333333334,69.79,74.12666666666667,97.755,2347700.0,0.1184,2.1626,44.9498,0.2633,25.2277,0.0,86.154,0.0,0.2084,18.4969,25.2277,24.3381,2.1895,3.7207,4147065000.0,268395000.0,412685000.0,3524985000.0,,,1287482000.0,,Software & Services
ADBE,2017,Adobe Systems Inc.,Software & Services,United States and Canada,United States,78.6675,67.005,68.09,70.775,143.62,2112000.0,0.1326,2.0463,49.187,0.2312,29.6389,0.0,86.4936,0.0,0.1878,22.7894,29.6389,29.4056,3.017,5.1352,4795511000.0,629551000.0,903095000.0,4051194000.0,,,1469502000.0,,Software & Services
ADBE,2018,Adobe Systems Inc,Software & Services,United States and Canada,United States,73.17,66.06,65.95666666666666,68.16333333333334,239.74,2868200.0,0.1448,1.6616,44.0652,0.2153,31.3654,0.0,87.1025,0.0,0.1771,29.082,31.3654,30.6126,4.3278,7.5186,5854430000.0,1168782000.0,1493602000.0,5034522000.0,,,2199728000.0,,Software & Services
ADBE,2019,Adobe Systems Inc,Software & Services,United States and Canada,United States,77.58,61.97,68.29,68.23,277.78,2483850.0,0.1413,0.7369,43.5613,0.4039,30.1341,0.0,85.1676,0.0,0.088,27.9817,30.1341,29.4637,,7.742,7301505000.0,1693954000.0,2168095000.0,6291014000.0,,,2912853000.0,,Software & Services
ADI,2010,"Analog Devices, Inc.",Semiconductors,North America,United States,54.5,60.5,63.0,58.5,22.744999999999997,4150950.0,0.1755,5.4511,44.7356,0.1304,34.8672,0.0,66.6679,0.9145,0.1154,27.6959,34.8672,34.8916,4.8608,6.5742,2582931000.0,786284000.0,625025000.0,1577275000.0,,,669368000.0,,Semiconductors
